,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
3339,COVA3,Dicot,Euphorbiaceae,Perennial,ShrubTree,PB IPR I,
3340,COCY,Monocot,Poaceae,Perennial,Graminoid,L48 N,
3341,CORU3,Monocot,Poaceae,Perennial,Graminoid,L48 N,
3342,COTE5,Monocot,Poaceae,Perennial,Graminoid,L48 N,
3343,COTU,Monocot,Poaceae,Perennial,Graminoid,L48 N,
3344,COAR2,Dicot,Rubiaceae,Perennial,ShrubTree,HI IPB IPR IVI I,
3345,COIX,Monocot,Poaceae, , ,HI IL48 IPB IPR IVI I,
3346,COLA,Monocot,Poaceae,AnnualPerennial,Graminoid,HI IL48 IPB IPR IVI I,
3347,COAR9,Dicot,Fabaceae,Perennial,Tree,PR N,
3348,COAU4,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
3349,COSP12,Monocot,Liliaceae, , ,None,
3350,COSU,Monocot,Poaceae,Annual,Graminoid,CAN NL48 N,
3351,CORA,Dicot,Rosaceae,Perennial,Shrub,L48 N,
3352,COTE60,Lichen,Collemataceae, ,Lichenous,NA N,
3353,COSP14,Dicot,Rhamnaceae, , ,None,
3354,COCO2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3355,COHE,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3356,COPA3,Dicot,Scrophulariaceae,Annual,Forb/herb,AK I?CAN NL48 N,
3357,COSP,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3358,COTI,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3359,COTO,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3360,COVE2,Dicot,Scrophulariaceae,Annual,Forb/herb,CAN NL48 N,
3361,COVI2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3362,COCA4,Dicot,Lamiaceae,Perennial,Forb/herb,CAN NL48 N,
3363,COSE11,Dicot,Lamiaceae,Perennial,Forb/herb,L48 N,
3364,COVE3,Dicot,Lamiaceae,Perennial,Forb/herb,L48 N,
3365,COGR4,Dicot,Polemoniaceae,Annual,Forb/herb,CAN NL48 N,
3366,COHE2,Dicot,Polemoniaceae,Annual,Forb/herb,CAN NL48 N,
3367,COLI2,Dicot,Polemoniaceae,Annual,Forb/herb,AK ICAN NHI IL48 N,
3368,COTI2,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
3369,COES,Monocot,Araceae,Perennial,Forb/herb,HI IL48 IPB IPR I,
3370,COAN,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
3371,COPA4,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
3372,COMI15,Liverwort,Lejeuneaceae, ,Nonvascular,NA NNAV N,
3373,COMO14,Dicot,Fabaceae, , ,None,
3374,COAS3,Dicot,Rhamnaceae,Perennial,ShrubTreeVine,HI IL48 IPB N,
3375,COAM6,Dicot,Gesneriaceae,Perennial,Forb/herbShrubSubshrub,PR N,
3376,COAR6,Dicot,Fabaceae,Perennial,ShrubTree,CAN WL48 I,
3377,COUM,Dicot,Santalaceae,Perennial,Forb/herbSubshrub,AK NCAN NL48 N,
3378,COUMC,Dicot,Santalaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
3379,COUMP,Dicot,Santalaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
3380,CODI3,Dicot,Ericaceae,Perennial,ShrubTree,L48 N,
3381,CODIP,Dicot,Ericaceae,Perennial,ShrubTree,L48 N,
3382,COPA28,Dicot,Rosaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
3383,COMBR,Dicot,Combretaceae, , ,"PB I,N",
3384,COHE15,Dicot,Combretaceae, , ,None,
3385,COIM2,Dicot,Combretaceae, , ,None,
3386,COOB13,Dicot,Combretaceae, , ,None,
3387,COPAM,Dicot,Combretaceae, , ,None,
3388,COMME,Monocot,Commelinaceae, , ,"CAN IHI IL48 I,NPB IPR I,NVI N",
3389,COCO3,Monocot,Commelinaceae,Annual,Forb/herb,CAN IL48 I,
3390,CODI4,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
3391,CODI5,Monocot,Commelinaceae,AnnualPerennial,Forb/herb,HI IL48 NPB IPR NVI N,dayflowerhonohono
3392,COER,Monocot,Commelinaceae,Perennial,Forb/herb,L48 NPR NVI N,
3393,COERA,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
3394,COERE,Monocot,Commelinaceae,Perennial,Forb/herb,L48 NPR NVI N,
3395,COLA19,Monocot,Commelinaceae, , ,None,
3396,COVI3,Monocot,Commelinaceae,Perennial,Forb/herb,L48 NPR N,
3397,COMMI2,Dicot,Burseraceae, , ,None,
3398,COPE80,Dicot,Myricaceae,Perennial,ShrubSubshrub,CAN NL48 N,
3399,COER5,Dicot,Rhamnaceae,Perennial,Shrub,L48 N,
3400,COPU18,Dicot,Aizoaceae,Perennial,Forb/herb,L48 I,
3401,COCH2,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
3402,COSC2,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
3403,COMA2,Dicot,Apiaceae,Biennial,Forb/herb,CAN IL48 I,
3404,COER2,Dicot,Combretaceae,Perennial,ShrubTree,HI IL48 NPR NVI N,
3405,COCO38,Liverwort,Conocephalaceae, ,Nonvascular,NA N,
3406,COCO13,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 N,
3407,COALM,Dicot,Orobanchaceae,Perennial,Forb/herb,L48 N,
3408,COAM,Dicot,Orobanchaceae,Perennial,Forb/herb,CAN NL48 N,Squaw-root
3409,COTE70,Moss,Bartramiaceae, ,Nonvascular,NA N,
3410,COGL9,Dicot,Lamiaceae,Perennial,Shrub,L48 N,
3411,COVE4,Dicot,Lamiaceae,Perennial,Shrub,L48 N,
3412,COOR,Dicot,Brassicaceae,Annual,Forb/herb,AK ICAN IL48 ISPM I,
3413,COMO8,Dicot,Cactaceae,Perennial,ShrubTree,PR N,
3414,CORU8,Dicot,Cactaceae,Perennial,ShrubTree,PR NVI N,
3415,COAJ,Dicot,Ranunculaceae,Annual,Forb/herb,CAN IL48 I,
3416,COMA7,Monocot,Liliaceae,Perennial,Forb/herb,CAN IL48 I,
3417,COMA19,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
3418,CONVO,Dicot,Convolvulaceae, , ,"CAN IHI IL48 I,NPR NVI N",
3419,COAR4,Dicot,Convolvulaceae,Perennial,Forb/herbVine,CAN IHI IL48 I,
3420,COEQ,Dicot,Convolvulaceae,AnnualPerennial,Forb/herbVine,L48 N,
3421,CONO,Dicot,Convolvulaceae,Perennial,Vine,PR NVI N,
3422,COSC10,Dicot,Convolvulaceae, , ,None,
3423,COCA5,Dicot,Asteraceae,AnnualBiennial,Forb/herb,AK ICAN NHI IL48 NNAV NPB IPR NSPM NVI N,horseweedlani wela
3424,COCAC3,Dicot,Asteraceae,AnnualBiennial,Forb/herb,AK ICAN NHI IL48 NSPM N,
3425,CORA4,Dicot,Asteraceae,Annual,Forb/herb,CAN IL48 N,
3426,COOPE,Monocot,Liliaceae, , ,L48 N,
3427,CODR2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
3428,COLA14,Dicot,Fabaceae, , ,None,
3429,COOF2,Dicot,Fabaceae,Perennial,Tree,PR I,
3430,COPR6,Monocot,Arecaceae, , ,None,
3431,COTR2,Dicot,Ranunculaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
3432,CORAL5,Monocot,Orchidaceae, , ,AK NCAN NGL NL48 NSPM N,
3433,COMA25,Monocot,Orchidaceae,Perennial,Forb/herb,AK NCAN NL48 NSPM N,
3434,COME17,Monocot,Orchidaceae,Perennial,Forb/herb,AK NCAN NL48 N,
3435,COOD7,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
3436,COST19,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
3437,COSTS3,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
3438,COTR18,Monocot,Orchidaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
3439,COWI5,Monocot,Orchidaceae,Perennial,Forb/herb,L48 N,
3440,CORCH,Dicot,Tiliaceae, , ,"HI IL48 I,NPB I,NPR NVI N",
3441,COAE,Dicot,Tiliaceae,Annual,Forb/herbSubshrub,L48 IPB IPR NVI N,
3442,CORDI,Dicot,Boraginaceae, , ,"HI I,I?L48 I,NPB I,NPR I,N,N?VI I,N",
3443,COAL,Dicot,Boraginaceae,Perennial,Tree,PR NVI N,
3444,COAN11,Dicot,Boraginaceae,Perennial,Shrub,PR NVI N,
3445,COBA4,Dicot,Boraginaceae,Perennial,ShrubTree,L48 NPR N?,
3446,COBE3,Dicot,Boraginaceae,Perennial,Shrub,PR N,
3447,COBO2,Dicot,Boraginaceae,Perennial,ShrubTree,L48 N,
3448,COBO3,Dicot,Boraginaceae,Perennial,ShrubTree,PR N,
3449,COCO5,Dicot,Boraginaceae,Perennial,Tree,HI I?PR NVI N,
3450,COGL6,Dicot,Boraginaceae,Perennial,Shrub,L48 NPR NVI N,
3451,COLA12,Dicot,Boraginaceae,Perennial,ShrubTree,PR NVI N,
3452,COMY,Dicot,Boraginaceae,Perennial,ShrubTree,L48 I,
3453,COOB3,Dicot,Boraginaceae,Perennial,Tree,PR I,
3454,COPO3,Dicot,Boraginaceae,Perennial,ShrubVine,PR NVI N,
3455,CORI,Dicot,Boraginaceae,Perennial,ShrubTree,PR NVI N,
3456,CORU5,Dicot,Boraginaceae,Perennial,Shrub,PR N,
3457,COSE2,Dicot,Boraginaceae,Perennial,ShrubTree,L48 IPB IPR IVI I,kelau (Palau)
3458,COSU3,Dicot,Boraginaceae,Perennial,ShrubTree,PR NVI N,
3459,COAF2,Dicot,Fabaceae, , ,None,
3460,COKIH,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3461,COMA5,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3462,COMAC,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3463,COMAM3,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3464,COMAP,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3465,COOR7,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3466,COPA9,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3467,CORIR,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3468,COTE3,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3469,COTET2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3470,COTEV,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3471,COWR2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
3472,CORDY2,Monocot,Liliaceae, , ,"HI IL48 IPB I,NPR I",
3473,COAU12,Monocot,Liliaceae,Perennial,Tree,L48 I,
3474,COBA14,Monocot,Liliaceae, , ,None,
3475,COFR2,Monocot,Liliaceae,Perennial,ShrubSubshrubTree,"HI IPB I,NPR I",ti
3476,COCO9,Dicot,Empetraceae,Perennial,ShrubSubshrub,CAN NL48 N,
3477,COAU,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3478,COBA2,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3479,COBI,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3480,COCA8,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3481,COCA9,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3482,CODE3,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3483,CODO2,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3484,COGI,Dicot,Asteraceae,Perennial,Forb/herbShrubSubshrub,L48 N,
3485,COGL2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3486,COGR5,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 N,
3487,COHA2,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3488,COLA5,Dicot,Asteraceae,Perennial,Forb/herb,CAN NHI IL48 NPB I,
3489,COLI5,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3490,COMA6,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3491,COPA10,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3492,COPU2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3493,CORO,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3494,COTI3,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,CAN NHI WL48 N,
3495,COTIT,Dicot,Asteraceae,AnnualPerennial,Forb/herb,CAN NHI WL48 N,
3496,COTR4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3497,COVE5,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 N,
3498,COFIC,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
3499,COSA,Dicot,Apiaceae,Annual,Forb/herb,CAN IHI IL48 IPR I,
3500,COAMR,Dicot,Chenopodiaceae,Annual,Forb/herb,L48 N,
3501,CORNU,Dicot,Cornaceae, , ,"AK NCAN NGL NL48 I,NSPM N",
3502,COAL2,Dicot,Cornaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
3503,COAM2,Dicot,Cornaceae,Perennial,Shrub,L48 N,
3504,COAS2,Dicot,Cornaceae,Perennial,Shrub,L48 N,
3505,COCA13,Dicot,Cornaceae,Perennial,Forb/herbShrubSubshrub,AK NCAN NGL NL48 NSPM N,
3506,COCA45,Dicot,Cornaceae, , ,None,
3507,CODR,Dicot,Cornaceae,Perennial,ShrubTree,CAN NL48 N,
3508,COFL2,Dicot,Cornaceae,Perennial,ShrubTree,CAN NL48 N,
3509,COFO,Dicot,Cornaceae,Perennial,ShrubTree,L48 N,
3510,COKO2,Dicot,Cornaceae,Perennial,Tree,L48 I,Japanese dogwoodkousa
3511,COMA21,Dicot,Cornaceae,Perennial,ShrubTree,L48 I,cornejo machosorbet
3512,CONU4,Dicot,Cornaceae,Perennial,Tree,CAN NL48 N,
3513,CORA6,Dicot,Cornaceae,Perennial,Shrub,CAN NL48 N,panicled dogwood
3514,CORU,Dicot,Cornaceae,Perennial,ShrubTree,CAN NL48 N,
3515,COSE16,Dicot,Cornaceae,Perennial,ShrubTree,AK NCAN NL48 NSPM N,
3516,COSEO,Dicot,Cornaceae,Perennial,ShrubTree,AK NL48 N,
3517,COSES,Dicot,Cornaceae,Perennial,ShrubTree,AK NCAN NL48 NSPM N,Siberian dogwoodTatarian dogwood
3518,COSU4,Dicot,Cornaceae,Perennial,ShrubSubshrub,AK NCAN NGL NSPM N,
3519,COUN,Dicot,Cornaceae,Perennial,ShrubSubshrub,AK NCAN NL48 N,
3520,CODI6,Dicot,Brassicaceae,AnnualBiennial,Forb/herb,CAN IHI IL48 IPR ISPM I,swinecress
3521,COSQ,Dicot,Brassicaceae,AnnualBiennial,Forb/herb,CAN IL48 I,
3522,COBA13,Dicot,Rutaceae, , ,None,
3523,CORRY,Dicot,Cactaceae, , ,None,
3524,CORTA,Monocot,Poaceae, , ,HI IL48 I,
3525,COAR16,Monocot,Poaceae, ,Graminoid,None,
3526,COJU2,Monocot,Poaceae,Perennial,Graminoid,HI IL48 I,
3527,COSE4,Monocot,Poaceae,Perennial,Graminoid,L48 I,
3528,COTO6,Monocot,Poaceae, ,Graminoid,None,
3529,COAU2,Dicot,Fumariaceae,AnnualBiennial,Forb/herb,AK NCAN NL48 N,
3530,COCA15,Dicot,Fumariaceae,Perennial,Forb/herb,L48 N,
3531,COCAB2,Dicot,Fumariaceae,Perennial,Forb/herb,L48 N,
3532,COCAC7,Dicot,Fumariaceae,Perennial,Forb/herb,L48 N,
3533,COCR2,Dicot,Fumariaceae,Annual,Forb/herb,L48 N,
3534,COCU2,Dicot,Fumariaceae,AnnualBiennial,Forb/herb,L48 N,
3535,COCUC,Dicot,Fumariaceae,AnnualBiennial,Forb/herb,L48 N,
3536,COCUO,Dicot,Fumariaceae,AnnualBiennial,Forb/herb,L48 N,
3537,COFL3,Dicot,Fumariaceae,Annual,Forb/herb,CAN NL48 N,
3538,COMIA2,Dicot,Fumariaceae,Annual,Forb/herb,L48 N,
3539,COMIM2,Dicot,Fumariaceae,Annual,Forb/herb,L48 N,
3540,COMIT2,Dicot,Fumariaceae,Annual,Forb/herb,L48 N,
3541,COSC4,Dicot,Fumariaceae,Perennial,Forb/herb,CAN NL48 N,
3542,COSE5,Dicot,Fumariaceae,AnnualBiennialPerennial,Forb/herb,AK NCAN NL48 N,
3543,COSO6,Dicot,Fumariaceae,Perennial,Forb/herb,CAN IL48 I,
3544,COSI12,Dicot,Hamamelidaceae, , ,None,
3545,CORYL,Dicot,Betulaceae, , ,"CAN I,NL48 I,NSPM N",
3546,COAM3,Dicot,Betulaceae,Perennial,Shrub,CAN NL48 N,
3547,COAV80,Dicot,Betulaceae,Perennial,ShrubTree,CAN IL48 I,
3548,COCO30,Dicot,Betulaceae, , ,None,
3549,COCO6,Dicot,Betulaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
3550,COCOC,Dicot,Betulaceae,Perennial,ShrubTree,CAN NL48 N,
3551,COCOC2,Dicot,Betulaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
3552,COFI7,Dicot,Myrtaceae,Perennial,Tree,HI I,
3553,COTE20,Dicot,Myrtaceae, , ,None,
3554,COCA16,Monocot,Poaceae,Annual,Graminoid,CAN NL48 I,
3555,CORYN2,Dicot,Corynocarpaceae, , ,HI I,
3556,COLA6,Dicot,Corynocarpaceae,Perennial,Tree,HI I,
3557,CORYP,Dicot,Cactaceae, , ,L48 N,
3558,COCR70,Moss,Grimmiaceae, ,Nonvascular,NA N,
3559,COBI2,Dicot,Asteraceae,Annual,Forb/herb,CAN IL48 IPB I,
3560,COPA12,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3561,COSU5,Dicot,Asteraceae,Annual,Forb/herb,L48 IPR IVI I,
3562,COGU,Monocot,Costaceae,Perennial,Forb/herbShrubSubshrub,PR N,
3563,COPU22,Monocot,Costaceae, , ,None,
3564,COSP8,Monocot,Costaceae,Perennial,Forb/herb,HI IPB NPR N,isebab (Palau)
3565,COVI17,Monocot,Costaceae, , ,None,
3566,COCO10,Dicot,Anacardiaceae,Perennial,ShrubTree,CAN IL48 I,
3567,COOB2,Dicot,Anacardiaceae,Perennial,ShrubTree,L48 N,
3568,COTON,Dicot,Rosaceae, , ,CAN IHI IL48 I,
3569,COAC2,Dicot,Rosaceae,Perennial,Shrub,CAN IL48 I,
3570,COHO80,Dicot,Rosaceae,Perennial,Shrub,CAN IL48 I,rock cotoneasterrock-spray
3571,COIN16,Dicot,Rosaceae, , ,None,
3572,COMU9,Dicot,Rosaceae,Perennial,ShrubTree,L48 I,
3573,COPA13,Monocot,Poaceae,AnnualPerennial,Graminoid,L48 N,
3574,COTUL,Dicot,Asteraceae, , ,AK ICAN IHI IL48 I,
3575,COCO7,Dicot,Asteraceae,Perennial,Forb/herb,AK ICAN IL48 I,
3576,COOR2,Dicot,Crassulaceae,Perennial,ShrubSubshrub,L48 I,
3577,COGU3,Dicot,Lecythidaceae,Perennial,Tree,PR I,
3578,COAX,Dicot,Fabaceae,Perennial,Shrub,L48 N,
3579,COCA31,Dicot,Fabaceae,Perennial,ShrubSubshrub,L48 NPR NVI N,
3580,COGL8,Dicot,Fabaceae,Perennial,Shrub,L48 N,
3581,CRMA,Dicot,Brassicaceae,Perennial,Forb/herb,L48 I,
3582,CRAN8,Dicot,Pedaliaceae,Annual,Forb/herb,PR N,
3583,CRVI15,Dicot,Asteraceae, , ,None,
3584,CRASS,Dicot,Crassulaceae, , ,"AK NCAN I,NHI IL48 I,NSPM N",
3585,CRAQ,Dicot,Crassulaceae,Annual,Forb/herb,AK NCAN NL48 NSPM N,
3586,CRCO34,Dicot,Crassulaceae,Annual,Forb/herb,CAN NL48 N,
3587,CRCOC,Dicot,Crassulaceae,Annual,Forb/herb,CAN NL48 N,
3588,CRPEM,Dicot,Crassulaceae, , ,None,
3589,CRSA7,Dicot,Crassulaceae,Annual,Forb/herb,AK NCAN IL48 N,
3590,CRSA14,Dicot,Crassulaceae, , ,None,
3591,CRTI,Dicot,Crassulaceae,Annual,Forb/herb,CAN IL48 I,
3592,CRATA,Dicot,Rosaceae, , ,"AK I,NCAN I,NL48 I,N",
3593,CRAE,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3594,CRAN6,Dicot,Rosaceae,Perennial,Tree,L48 N,
3595,CRBE6,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3596,CRBE2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3597,CRBR3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3598,CRCA,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3599,CRCH,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3600,CRCHC2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,fireberry hawthornred-fruited hawthornscarlet hawthorn
3601,CRCO2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3602,CRCO4,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3603,CRCR2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3604,CRDI4,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3605,CRDI9,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3606,CRDI10,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3607,CRDO2,Dicot,Rosaceae,Perennial,ShrubTree,AK NCAN NL48 N,
3608,CRFL,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3609,CRFL2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3610,CRHO5,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3611,CRIN3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3612,CRIR,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3613,CRIR2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3614,CRJE,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3615,CRJO3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3616,CRKE2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3617,CRLA3,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3618,CRLU,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3619,CRMA3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3620,CRMA4,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3621,CRMA5,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3622,CRMO2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3623,CRMO3,Dicot,Rosaceae,Perennial,ShrubTree,AK ICAN IL48 I,
3624,CRNI,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3625,CROP,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,apple hawmayhawriverflat hawthorn
3626,CROV2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3627,CRPH,Dicot,Rosaceae,Perennial,ShrubTree,CAN IL48 N,
3628,CRPR,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3629,CRPR2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3630,CRPU,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3631,CRRE3,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3632,CRRI,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3633,CRSC4,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3634,CRSP,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3635,CRSU2,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3636,CRSU3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3637,CRSU5,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
3638,CRUN,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3639,CRVA,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3640,CRVI2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
3641,CRPL5,Dicot,Scrophulariaceae, , ,None,
3642,CRFI70,Moss,Amblystegiaceae, ,Nonvascular,NA N,
3643,CRAC2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3644,CRBI3,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 I,
3645,CRCA3,Dicot,Asteraceae,AnnualBiennial,Forb/herb,AK ICAN IHI IL48 I,
3646,CRFO2,Dicot,Asteraceae,BiennialPerennial,Forb/herb,L48 I,
3647,CRIN4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3648,CRMO4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3649,CRMOR,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3650,CRNA,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
3651,CROC,Dicot,Asteraceae,AnnualPerennial,Forb/herb,CAN NL48 N,
3652,CRPU3,Dicot,Asteraceae,Annual,Forb/herb,CAN IL48 I,
3653,CRRU9,Dicot,Asteraceae,Annual,Forb/herb,L48 I,
3654,CRRU3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3655,CRRUG,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3656,CRRUH,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
3657,CRRUR,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
3658,CRSE2,Dicot,Asteraceae,Annual,Forb/herb,L48 I,
3659,CRTE3,Dicot,Asteraceae,Annual,Forb/herb,AK ICAN WGL WL48 I,
3660,CRAL11,Dicot,Bignoniaceae,Perennial,Tree,PR I,
3661,CRCU,Dicot,Bignoniaceae,Perennial,ShrubTree,L48 NPB IPR NVI N,
3662,CRLI5,Dicot,Bignoniaceae,Perennial,ShrubTree,PR NVI N,
3663,CRPO6,Dicot,Bignoniaceae,Perennial,ShrubTree,PR N,
3664,CRTR5,Dicot,Convolvulaceae,Perennial,Forb/herbSubshrub,HI IL48 N,
3665,CRINU,Monocot,Liliaceae, , ,"L48 I,NPB I,NPR IVI I",
3666,CRAM2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
3667,CRAS6,Monocot,Liliaceae,Perennial,Forb/herb,"L48 IPB I,N",spider lily
3668,CRBU2,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
3669,CRMA23,Monocot,Liliaceae, , ,None,
3670,CRMU,Dicot,Asteraceae,Annual,Forb/herb,CAN NL48 N,
3671,CRCR6,Monocot,Iridaceae,Perennial,Forb/herb,CAN IHI IL48 IPR I,
3672,CROCU,Monocot,Iridaceae, , ,CAN IL48 I,
3673,CRIM4,Monocot,Iridaceae,Perennial,Forb/herb,L48 I,
3674,CRVE4,Monocot,Iridaceae,Perennial,Forb/herb,CAN IL48 I,
3675,CRPA9,Monocot,Stemonaceae,Perennial,Forb/herb,L48 N,
3676,CRDI17,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
3677,CROSS5,Dicot,Acanthaceae, , ,None,
3678,CRIN29,Dicot,Acanthaceae, , ,None,
3679,CRNI7,Dicot,Acanthaceae, , ,None,
3680,CRSQ,Moss,Pottiaceae, ,Nonvascular,NA N,
3681,CRRH,Dicot,Celastraceae,Perennial,ShrubTree,L48 NPR NVI N,
